VA,9.00e+15,9.20e+15,9.40e+15,9.60e+15,9.80e+15,1.00e+16,1.02e+16,1.04e+16,1.06e+16,1.08e+16,1.10e+16
-0.5,0.5849676372919214,0.5881675893309628,0.5912954652316749,0.5943540989688929,0.5973461624083058,0.6002741775009021,0.6031405273437499,0.6059474662320804,0.6086971288117881,0.6113915384278534,0.6140326147525135
-0.495,0.5839492983841502,0.5871467410074995,0.5902722487445792,0.5933286488497507,0.5963186068634858,0.5992446387777473,0.6021091220703125,0.6049143057327279,0.6076623194007656,0.6103551816826761,0.6129948077688699
-0.49,0.5829314755360488,0.5861263206215024,0.58924937290425,0.5923034529298337,0.5952912199229341,0.5982151839239119,0.6010777167968748,0.6038810622336818,0.6066273448625207,0.6093185785561351,0.6119566740231549
-0.485,0.5819141682562701,0.585106327836049,0.5882268374977646,0.5912785110908741,0.5942640015347443,0.597185812926582,0.6000463115234375,0.6028477357224444,0.6055922051476791,0.608281728938511,0.6109182133227089
-0.48,0.5808973760541675,0.5840867623146137,0.5872046423123991,0.5902538232146844,0.5932369516470344,0.5961565257729456,0.5990149062499998,0.6018143261865141,0.6045569002068452,0.6072446327200101,0.6098794254747045
-0.475,0.579881098439791,0.5830676237210668,0.586182787135628,0.5892293891831626,0.5922100702079449,0.5951273224501932,0.5979835009765624,0.6007808336133882,0.6035214299906014,0.6062072897907662,0.6088403102861425
-0.47,0.5788653349238874,0.5820489117196729,0.5851612717551234,0.5882052088782852,0.5911833571656423,0.5940982029455202,0.596952095703125,0.599747257990559,0.6024857944495075,0.6051697000408401,0.6078008675638552
-0.46499999999999997,0.5778500850178989,0.5810306259750924,0.5841400959587568,0.5871812821821129,0.5901568124683144,0.5930691672461225,0.5959206904296875,0.5987135993055179,0.6014499935341011,0.6041318633602197,0.606761097114504
-0.46,0.5768353482339615,0.5800127661523775,0.583119259534597,0.5861576089767878,0.5891304360641746,0.5920402153392006,0.5948892851562496,0.5976798575457521,0.6004140271948989,0.6030937796388192,0.6057209987445797
