,1em5,1.5em5,2em5,2.5em5,3em5,3.5em5,4em5,4.5em5,5em5
550,44,159,337,631,1113,1777,2707,3776,5216
551,39,120,349,646,1149,1758,2712,3881,5292
552,46,132,325,640,1096,1826,2798,3852,5240
553,48,141,349,641,1203,1756,2622,3830,5399
554,41,148,333,636,1142,1727,2639,3890,5178
555,66,125,340,660,1146,1774,2712,3841,5156
556,40,137,318,687,1185,1784,2607,3839,5133
557,53,131,368,658,1123,1768,2732,3795,5290
558,45,141,340,688,1122,1816,2634,3880,5255
559,42,131,322,687,1157,1809,2686,3818,5230
560,47,133,313,634,1071,1813,2688,3850,5184
561,49,143,331,640,1087,1860,2704,3904,5308
562,36,134,321,647,1143,1885,2610,3798,5395
563,40,138,317,691,1158,1752,2720,3916,5108
564,40,135,336,620,1182,1725,2720,3876,5143
565,51,152,305,632,1121,1733,2663,3744,5184
566,47,135,331,675,1176,1800,2684,3911,5213
567,49,134,338,695,1129,1801,2635,3878,5199
568,48,158,352,616,1154,1839,2684,3813,5250
569,40,127,349,692,1168,1810,2703,3808,5378
570,55,131,318,630,1157,1775,2607,3942,5057
571,34,146,369,623,1145,1774,2697,3796,5173
572,38,148,328,663,1106,1857,2704,3788,5276
573,43,140,347,652,1124,1705,2653,3773,5370
574,45,140,362,641,1143,1807,2634,3827,5181
575,37,126,333,671,1110,1791,2641,3798,5163
576,56,143,299,690,1051,1757,2689,3814,5303
577,43,141,331,681,1136,1820,2679,3860,5190
578,37,138,352,590,1118,1838,2695,3870,5425
579,46,144,304,659,1132,1738,2564,3719,5232
580,46,161,310,684,1131,1795,2700,3779,5218
581,41,135,301,639,1121,1795,2684,3713,5073
582,45,135,346,650,1164,1823,2599,3797,5201
583,43,137,319,626,1195,1815,2741,3773,5212
584,40,145,342,661,1147,1753,2584,3931,5287
585,37,144,367,641,1110,1837,2700,3819,5281
586,42,155,307,660,1141,1888,2669,3717,5240
587,33,135,372,657,1148,1787,2737,3896,5211
588,38,135,322,663,1115,1853,2677,3902,5238
589,44,138,293,656,1139,1803,2699,3846,5249
590,41,156,342,679,1157,1794,2731,3863,5225
591,31,136,296,636,1172,1757,2567,3677,5188
592,35,153,332,640,1153,1753,2678,3782,5161
593,42,127,343,666,1141,1759,2685,3761,5287
594,33,128,335,683,1130,1647,2648,3798,5314
595,37,142,344,660,1094,1815,2728,3853,5225
596,46,128,341,631,1134,1842,2634,3773,5189
597,39,151,346,649,1141,1776,2679,3873,5060
598,43,144,339,645,1078,1733,2614,3837,5167
599,38,156,333,648,1162,1789,2630,3689,5284
600,53,130,344,671,1115,1746,2669,3734,5210
601,42,139,343,669,1132,1763,2673,3841,5292
602,37,132,345,674,1167,1774,2667,3938,5275
603,45,150,347,649,1177,1793,2679,3819,5314
604,37,127,318,627,1172,1810,2668,3815,5307
605,40,168,321,654,1167,1782,2713,3818,5239
606,54,137,314,633,1132,1756,2596,3856,5192
607,41,120,348,684,1201,1796,2618,3797,5286
608,35,151,331,620,1163,1830,2613,3695,5185
609,33,129,337,696,1127,1724,2583,3778,5366
610,40,150,356,668,1128,1854,2651,3755,5210
611,50,158,366,712,1106,1758,2605,3738,5233
612,45,127,347,622,1122,1730,2701,3765,5191
613,37,131,324,643,1157,1793,2684,3776,5453
614,47,127,367,628,1172,1865,2679,3830,5163
615,36,138,318,664,1096,1721,2716,3875,5255
616,39,113,319,637,1150,1867,2614,3826,5282
617,46,145,347,650,1098,1846,2655,3798,5262
618,36,150,330,650,1117,1778,2763,3808,5262
619,45,140,308,645,1149,1899,2592,3791,5254
620,38,154,324,650,1143,1772,2774,3815,5254
621,37,148,368,688,1080,1802,2703,3782,5140
622,38,152,340,570,1126,1843,2579,3683,5282
623,38,129,321,658,1128,1719,2737,3805,5306
624,36,155,322,626,1121,1796,2743,3783,5242
625,43,144,290,655,1169,1831,2786,3966,5335
626,40,146,343,703,1187,1762,2641,3816,5293
627,39,129,348,680,1069,1809,2632,3779,5303
628,48,109,381,686,1159,1788,2604,3829,5246
629,40,140,330,631,1134,1788,2679,3753,5119
630,44,145,361,688,1097,1753,2662,3830,5394
631,47,144,351,632,1168,1835,2689,3805,5308
632,35,149,328,659,1134,1733,2763,3810,5340
633,37,127,353,675,1136,1763,2693,3780,5253
634,39,155,383,690,1101,1825,2669,3830,5159
635,49,134,339,663,1135,1762,2757,3812,5237
636,38,123,331,639,1112,1823,2619,3754,5290
637,40,133,338,586,1162,1899,2641,3795,5196
638,42,129,371,647,1128,1763,2668,3854,5337
639,45,152,324,698,1150,1819,2718,3790,5249
640,41,147,345,653,1109,1818,2676,3653,5265
641,34,140,336,623,1118,1755,2747,3841,5263
642,40,131,320,657,1114,1825,2700,3811,5315
643,53,122,330,648,1137,1823,2688,3777,5280
644,35,150,336,668,1127,1821,2729,3843,5251
645,30,125,336,645,1124,1811,2635,3734,5277
646,41,121,357,657,1146,1754,2660,3866,5268
647,52,149,354,681,1060,1760,2642,3841,5270
648,40,124,327,695,1137,1778,2625,3794,5247
649,37,142,328,646,1160,1804,2675,3735,5298
650,39,144,328,616,1143,1791,2741,3830,5188
651,38,145,352,611,1119,1770,2670,3695,5330
652,49,161,292,706,1159,1811,2661,3835,5150
653,35,128,326,617,1111,1727,2693,3769,5090
654,39,130,315,648,1156,1736,2657,3843,5255
655,28,149,350,645,1091,1755,2641,3837,5175
656,51,144,342,667,1101,1801,2662,3845,5324
657,44,149,341,649,1113,1815,2589,3755,5178
658,45,152,312,683,1180,1737,2760,3681,5256
659,46,142,303,644,1204,1841,2659,3864,5144
660,32,132,361,638,1118,1780,2682,3777,5305
661,45,138,308,696,1145,1762,2688,3754,5122
662,53,159,338,645,1115,1788,2623,3878,5191
663,36,138,345,685,1167,1710,2632,3728,5219
664,47,144,349,634,1155,1738,2672,3767,5112
665,47,163,354,613,1102,1825,2741,3789,5285
666,51,128,328,670,1128,1815,2712,3879,5269
667,42,127,322,633,1102,1753,2698,3810,5232
668,46,134,313,595,1073,1880,2836,3648,5344
669,38,136,339,646,1132,1841,2645,3875,5185
670,39,124,348,623,1159,1784,2605,3846,5305
671,45,146,352,662,1178,1790,2688,3850,5217
672,35,146,341,613,1116,1806,2653,3908,5129
673,42,140,311,664,1133,1833,2716,3935,5312
674,54,145,370,648,1151,1823,2661,3872,5253
675,46,154,355,657,1115,1810,2743,3687,5248
676,35,120,335,651,1105,1771,2675,3762,5104
677,51,138,322,712,1169,1838,2646,3814,5227
678,22,129,347,678,1144,1733,2680,3782,5325
679,44,135,349,626,1126,1813,2711,3782,5354
680,42,139,350,664,1109,1713,2676,3728,5345
681,41,153,338,636,1104,1776,2711,3733,5133
682,47,145,320,633,1019,1736,2787,3882,5210
683,36,145,337,678,1124,1822,2716,3875,5145
684,45,136,306,622,1082,1839,2613,3839,5079
685,34,165,333,627,1158,1761,2741,3882,5224
686,45,145,330,685,1129,1864,2712,3754,5244
687,40,144,334,636,1097,1921,2583,3903,5289
688,34,123,325,632,1131,1773,2761,3926,5305
689,40,125,343,628,1108,1812,2654,3750,5099
690,31,146,333,627,1121,1749,2792,3869,5265
691,41,162,357,628,1154,1856,2736,3841,5235
692,45,161,337,675,1173,1794,2639,3802,5278
693,43,153,325,660,1106,1817,2704,3903,5225
694,43,107,334,601,1165,1817,2719,3922,5226
695,41,152,312,701,1126,1817,2699,3839,5319
696,42,134,341,622,1138,1794,2725,3776,5278
697,47,145,345,636,1098,1802,2629,3766,5146
698,39,153,349,641,1113,1730,2683,3826,5223
699,45,148,357,637,1113,1837,2679,3791,5133
700,37,140,330,644,1132,1819,2812,3847,5157
701,45,138,326,652,1164,1726,2703,3797,5173
702,37,141,342,666,1148,1786,2684,3849,5179
703,39,137,355,643,1145,1773,2621,3766,5221
704,35,127,318,687,1140,1816,2628,3806,5169
705,49,135,353,633,1106,1815,2765,3752,5192
706,44,136,330,663,1234,1753,2637,3827,5191
707,39,132,332,634,1155,1780,2567,3872,5181
708,49,139,321,658,1164,1747,2727,3818,5164
709,36,141,348,666,1147,1773,2748,3801,5243
710,35,138,359,661,1132,1804,2700,3890,5218
711,43,136,357,602,1138,1689,2663,3805,5229
712,45,167,327,692,1129,1809,2707,3842,5193
713,49,145,312,704,1182,1765,2614,3938,5275
714,48,124,335,640,1148,1852,2655,3957,5159
715,51,144,319,646,1156,1801,2741,3861,5183
716,45,134,333,671,1089,1728,2718,3752,5070
717,51,133,334,633,1129,1757,2679,3763,5371
718,50,127,345,654,1085,1759,2732,3778,5196
719,36,144,344,698,1179,1735,2574,3782,5229
720,61,158,343,639,1138,1753,2737,3887,5205
721,46,133,359,672,1071,1811,2571,3868,5300
722,46,141,343,704,1137,1781,2727,3821,5226
723,35,140,316,649,1160,1746,2661,3797,5270
724,38,144,335,642,1114,1840,2698,3781,5191
725,45,151,331,688,1129,1791,2727,3833,5133
726,49,136,354,636,1182,1790,2706,3875,5039
727,61,148,293,671,1162,1774,2701,3798,5263
728,49,143,332,635,1101,1817,2653,3794,5184
729,42,128,316,660,1177,1829,2642,3805,5187
730,45,154,312,682,1158,1770,2754,3874,5349
731,35,150,309,672,1140,1811,2727,3806,5393
732,58,143,348,689,1129,1813,2627,3864,5278
733,45,133,337,662,1192,1795,2622,3759,5202
734,41,145,301,621,1106,1799,2678,3932,5134
735,45,145,326,624,1163,1881,2710,3837,5319
736,32,135,334,633,1196,1799,2672,3796,5146
737,44,128,329,667,1119,1729,2589,3897,5213
738,39,171,341,661,1142,1872,2673,3848,5130
739,35,141,354,605,1132,1697,2668,3730,5239
740,38,129,320,602,1081,1844,2628,3823,5339
741,39,121,314,676,1136,1833,2697,3805,5233
742,40,143,342,648,1083,1769,2594,3778,5250
743,39,154,337,685,1142,1857,2593,3887,5326
744,49,135,374,611,1147,1845,2816,3747,5299
745,30,121,311,618,1180,1854,2586,3840,5224
746,39,132,332,651,1124,1809,2671,3893,5418
747,52,144,332,673,1143,1871,2669,3811,5226
748,43,142,354,661,1123,1799,2808,3749,5294
749,44,144,337,640,1081,1762,2661,3747,5258
750,48,131,349,673,1134,1847,2635,3772,5164
751,45,135,326,659,1157,1847,2839,3840,5340
752,45,139,343,659,1141,1808,2658,3793,5308
753,39,158,321,616,1046,1799,2809,3709,5237
754,46,151,336,677,1124,1772,2694,3908,5239
755,35,153,317,644,1121,1774,2678,3678,5321
756,41,134,324,632,1102,1816,2590,3833,5284
757,49,144,336,675,1109,1799,2642,3795,5315
758,54,156,348,698,1155,1792,2731,3787,5181
759,41,144,323,653,1125,1739,2594,3917,5095
760,49,152,325,653,1126,1816,2645,3840,5272
761,41,143,346,633,1096,1895,2639,3828,5176
762,36,139,337,650,1125,1819,2622,3784,5353
763,36,152,347,627,1113,1771,2605,3805,5273
764,43,129,312,652,1136,1892,2634,3848,5303
765,33,130,326,671,1143,1811,2727,3749,5201
766,42,141,323,664,1085,1746,2629,3774,5175
767,38,136,312,667,1178,1768,2714,3827,5176
768,39,130,309,677,1102,1835,2679,3900,5090
769,46,145,356,690,1147,1745,2707,3708,5147
770,43,123,340,662,1146,1717,2640,3894,5215
771,46,141,331,669,1148,1739,2676,3798,5148
772,52,137,293,657,1081,1817,2791,3839,5257
773,36,151,332,709,1141,1803,2637,3844,5153
774,43,143,344,636,1169,1768,2719,3798,5124
775,47,156,341,671,1126,1785,2641,3766,5227
776,52,131,332,672,1105,1895,2751,3771,5234
777,42,133,364,672,1111,1837,2728,3894,5231
778,45,134,351,675,1128,1810,2652,3827,5305
779,42,125,315,666,1105,1891,2711,3843,5088
780,52,130,362,652,1105,1841,2702,3776,5267
781,39,122,375,610,1177,1912,2682,3901,5181
782,35,139,360,601,1149,1775,2651,3696,5287
783,37,134,322,660,1150,1767,2690,3714,5290
784,43,117,363,650,1125,1787,2668,3783,5242
785,40,150,350,660,1122,1796,2594,3886,5200
786,56,151,348,647,1137,1799,2598,3749,5279
787,41,147,363,667,1156,1761,2616,3840,5268
788,42,131,323,706,1097,1756,2645,3700,5139
789,45,145,336,638,1116,1818,2717,3811,5154
790,42,148,310,660,1085,1750,2738,3847,5211
791,44,168,311,682,1150,1764,2716,3940,5216
792,35,171,356,695,1184,1738,2751,3868,5133
793,50,150,358,707,1116,1849,2605,3921,5127
794,36,139,350,635,1131,1825,2690,3858,5316
795,48,160,372,677,1083,1778,2694,3886,5168
796,43,138,302,668,1145,1774,2592,3688,5238
797,39,141,330,613,1053,1853,2581,3756,5257
798,42,139,334,691,1137,1801,2726,3815,5223
799,34,146,315,639,1182,1817,2682,3837,5219
800,39,142,345,634,1112,1817,2701,3885,5220
801,50,138,326,682,1055,1766,2768,3881,5258
802,42,140,318,641,1140,1774,2637,3967,5172
803,38,133,338,657,1167,1802,2694,3853,5157
804,43,125,338,642,1086,1860,2643,3863,5364
805,43,139,317,659,1113,1794,2742,3752,5229
806,53,162,343,612,1151,1763,2654,3819,5234
807,35,144,334,661,1088,1813,2684,3796,5219
808,34,140,329,648,1080,1771,2699,3808,5163
809,45,141,307,661,1096,1785,2778,3775,5188
810,49,135,314,643,1131,1840,2669,3813,5206
811,34,127,309,658,1208,1767,2691,3771,5171
812,34,133,347,640,1136,1742,2743,3879,5241
813,33,137,366,662,1092,1762,2693,3811,5310
814,33,169,344,616,1130,1796,2675,3823,5247
815,34,148,323,670,1107,1767,2718,3896,5142
816,31,149,310,631,1080,1827,2678,3896,5122
817,41,157,347,655,1128,1799,2744,3765,5128
818,45,131,352,687,1133,1806,2683,3856,5255
819,42,145,325,638,1158,1805,2703,3888,5229
820,46,134,316,676,1112,1789,2728,3820,5315
821,31,137,309,560,1110,1825,2701,3783,5110
822,50,164,327,639,1119,1869,2677,3832,5179
823,45,136,366,714,1184,1785,2651,3851,5200
824,58,129,346,624,1161,1830,2619,3737,5251
825,45,145,315,653,1126,1796,2675,3696,5230
826,45,134,338,669,1123,1763,2733,3973,5327
827,44,150,309,649,1138,1732,2696,3827,5312
828,52,136,341,620,1150,1857,2691,3766,5301
829,41,156,296,673,1130,1830,2671,3729,5304
830,38,139,351,637,1110,1776,2628,3862,5335
831,53,138,327,605,1109,1773,2690,3883,5385
832,45,138,305,649,1132,1952,2661,3727,5301
833,44,138,360,632,1094,1745,2668,3871,5156
834,44,115,289,663,1153,1849,2718,3828,5205
835,42,139,346,630,1167,1803,2734,3883,5195
836,42,158,337,670,1140,1724,2657,3820,5156
837,33,118,357,656,1085,1779,2672,3822,5218
838,49,136,327,667,1144,1772,2693,3839,5119
839,41,136,366,657,1153,1738,2725,3903,5216
840,34,124,337,656,1125,1810,2659,3809,5269
841,40,136,347,604,1091,1797,2623,3801,5182
842,44,147,357,647,1189,1780,2776,3795,5051
843,46,145,332,677,1097,1735,2592,3826,5173
844,42,148,323,632,1118,1758,2670,3796,5138
845,44,140,310,630,1110,1753,2728,3941,5354
846,29,134,346,653,1161,1752,2641,3893,5168
847,55,137,317,591,1155,1821,2713,3733,5104
848,48,170,323,610,1089,1857,2744,3761,5229
849,44,133,351,655,1070,1858,2748,3799,5241
850,40,141,315,665,1169,1777,2667,3774,5132
851,43,132,330,670,1087,1753,2663,3671,5177
852,47,131,323,658,1082,1893,2700,3793,5311
853,37,142,343,679,1185,1814,2609,3793,5251
854,42,146,349,593,1128,1771,2714,3766,5182
855,29,136,322,645,1167,1785,2700,3722,5232
856,33,129,322,667,1150,1729,2650,3772,5271
857,40,155,343,640,1113,1749,2760,3822,5283
858,44,154,340,615,1099,1769,2688,4062,5191
859,42,140,345,626,1134,1824,2654,3856,5134
860,36,143,347,693,1090,1767,2749,3848,5223
861,44,131,344,704,1132,1750,2575,3884,5224
862,30,139,338,599,1130,1803,2659,3689,5202
863,47,134,344,643,1107,1786,2669,3705,5254
864,47,149,324,653,1114,1809,2702,3726,5234
865,45,128,361,637,1115,1822,2664,3901,5274
866,39,143,343,680,1191,1760,2645,3753,5217
867,40,133,360,669,1078,1801,2754,3846,5089
868,38,152,311,663,1122,1815,2702,3830,5095
869,40,158,347,714,1185,1767,2628,3847,5243
870,35,133,321,654,1150,1756,2683,3675,5273
871,44,136,337,675,1221,1732,2836,3841,5240
872,52,129,329,654,1168,1804,2719,3758,5282
873,54,126,315,713,1195,1822,2722,3934,5176
874,34,159,331,639,1096,1775,2764,3829,5225
875,51,122,327,646,1155,1767,2587,3809,5185
876,44,118,333,622,1154,1792,2635,3901,5398
877,38,123,327,645,1109,1763,2686,3867,5200
878,28,144,358,640,1065,1760,2590,3806,5148
879,58,129,300,610,1086,1791,2674,3707,5261
880,38,143,331,663,1130,1783,2675,3822,5277
881,42,140,354,656,1156,1804,2683,3845,5215
882,44,127,331,622,1162,1728,2721,3884,5136
883,40,131,341,677,1120,1781,2723,3850,5211
884,45,124,334,630,1104,1759,2559,3918,5372
885,33,134,327,665,1165,1827,2760,3843,5072
886,40,151,326,586,1175,1793,2709,3815,5260
887,38,140,307,672,1164,1759,2706,3911,5328
888,43,133,345,642,1072,1732,2663,3872,5169
889,38,147,362,685,1137,1842,2681,3722,5263
890,46,138,361,634,1145,1777,2648,3854,5158
891,38,145,349,638,1128,1897,2649,3810,5328
892,42,152,327,649,1075,1757,2691,3823,5133
893,40,173,312,686,1076,1730,2739,3730,5279
894,43,132,314,676,1173,1803,2785,3835,5373
895,42,154,286,670,1088,1798,2790,3797,5172
896,47,143,376,650,1116,1866,2760,3897,5184
897,44,150,328,627,1146,1849,2657,3910,5290
898,41,151,354,628,1129,1865,2601,3829,5249
899,45,132,343,696,1109,1770,2612,3804,5218
900,41,139,317,649,1161,1767,2664,3809,5260
901,47,134,331,620,1161,1797,2667,3774,5156
902,47,138,356,619,1159,1767,2612,3780,5266
903,44,137,300,674,1132,1817,2670,3793,5128
904,31,122,347,647,1146,1776,2654,3793,5180
905,36,142,352,653,1089,1882,2706,3837,5132
906,42,161,363,662,1151,1815,2671,3868,5163
907,35,128,356,642,1177,1742,2744,3779,5321
908,49,160,336,655,1148,1774,2758,3738,5262
909,42,137,350,661,1138,1855,2636,3931,5349
910,43,147,380,649,1076,1804,2682,3790,5255
911,37,137,335,674,1098,1843,2626,3748,5130
912,42,145,337,640,1091,1831,2646,3860,5429
913,40,147,318,658,1076,1749,2728,3762,5272
914,38,162,307,655,1094,1804,2649,3680,5178
915,41,134,309,642,1157,1831,2698,3782,5130
916,35,138,329,658,1169,1835,2699,3687,5262
917,40,126,370,661,1137,1795,2681,3834,5223
918,48,159,327,684,1128,1770,2566,3799,5282
919,37,144,311,686,1154,1857,2589,3820,5252
920,43,131,326,669,1160,1820,2733,3749,5116
921,58,157,367,667,1201,1811,2779,3657,5276
922,48,148,342,636,1101,1796,2692,3820,5120
923,34,134,318,689,1130,1800,2745,3879,5243
924,40,147,348,657,1118,1760,2692,3844,5274
925,35,162,360,657,1103,1867,2733,3927,5199
926,35,151,376,685,1128,1819,2683,3827,5132
927,44,151,348,644,1177,1765,2698,3879,5344
928,41,125,348,637,1139,1824,2695,3869,5355
929,39,137,337,654,1087,1767,2668,3808,5155
930,54,141,356,715,1144,1805,2806,3782,5246
931,40,123,320,658,1172,1778,2641,3832,5305
932,43,148,369,657,1094,1795,2651,3757,5282
933,48,134,313,684,1198,1834,2623,3779,5294
934,43,138,357,688,1100,1868,2668,3692,5160
935,50,152,316,637,1079,1780,2775,3748,5242
936,37,126,319,631,1148,1774,2679,3778,5324
937,46,142,327,634,1140,1901,2766,3878,5198
938,50,161,344,720,1116,1748,2623,3780,5120
939,52,153,330,686,1145,1760,2684,3719,5258
940,46,147,358,677,1117,1806,2624,3817,5202
941,45,133,315,645,1113,1718,2713,3774,5232
942,43,145,339,655,1146,1701,2693,3817,5338
943,42,147,303,706,1097,1779,2715,3789,5071
944,50,126,332,667,1184,1778,2724,3795,5395
945,51,137,343,617,1099,1786,2715,3862,5189
946,39,146,330,647,1135,1778,2700,3721,5213
947,47,130,322,662,1176,1784,2742,3878,5265
948,43,136,311,652,1180,1862,2658,3881,5212
949,42,135,337,655,1176,1811,2656,3879,5250
950,32,136,311,679,1161,1866,2716,3885,5293
951,47,168,322,680,1106,1885,2683,3739,5128
952,46,151,330,622,1134,1757,2687,3757,5103
953,42,136,346,656,1109,1841,2740,3767,5202
954,26,146,312,633,1129,1863,2635,3758,5270
955,42,148,329,620,1115,1848,2681,3765,5313
956,47,126,352,701,1148,1797,2580,3809,5285
957,37,145,314,639,1153,1746,2651,3814,5213
958,38,139,351,634,1148,1830,2743,3730,5294
959,38,134,363,645,1123,1778,2720,3753,5274
960,41,136,313,637,1134,1858,2694,3869,5257
961,49,135,331,634,1167,1757,2676,3875,5171
962,39,141,359,645,1188,1787,2664,3814,5161
963,43,124,357,651,1084,1823,2644,3799,5260
964,41,156,340,657,1136,1792,2764,3712,5209
965,36,143,338,622,1183,1828,2732,3854,5185
966,40,144,335,693,1099,1779,2592,3946,5087
967,48,140,317,678,1091,1878,2736,3826,5091
968,45,136,336,673,1112,1837,2676,3785,5185
969,37,154,307,669,1174,1798,2626,3819,5291
970,45,134,335,666,1140,1726,2635,3789,5350
971,38,144,333,642,1198,1856,2700,3893,5330
972,39,154,323,654,1152,1866,2614,3880,5295
973,44,136,344,701,1149,1771,2663,3795,5260
974,28,139,324,651,1092,1776,2693,3800,5241
975,40,151,309,656,1101,1838,2771,3796,5214
976,50,130,344,602,1131,1820,2732,3777,5228
977,51,120,327,663,1132,1751,2612,3817,5321
978,39,142,320,619,1161,1766,2650,3807,5172
979,49,141,355,643,1147,1818,2707,3829,5210
980,49,140,382,608,1094,1753,2688,3841,5265
981,37,106,318,682,1111,1821,2763,3892,5189
982,25,168,319,662,1072,1834,2720,3830,5240
983,39,160,367,620,1127,1839,2606,3834,5278
984,29,137,312,661,1102,1788,2696,3813,5174
985,48,132,332,621,1101,1804,2658,3866,5211
986,26,139,312,655,1119,1809,2760,3822,5226
987,33,158,343,677,1161,1796,2693,3889,5312
988,39,142,327,620,1181,1768,2672,3840,5253
989,41,177,342,644,1170,1848,2709,3896,5156
990,50,119,331,667,1119,1764,2648,3762,5270
991,39,117,334,666,1158,1776,2800,3710,5474
992,47,138,354,667,1181,1839,2653,3790,5226
993,48,146,325,663,1058,1884,2690,3851,5190
994,52,142,315,681,1088,1886,2737,3666,5166
995,46,146,344,716,1188,1801,2602,3776,5222
996,31,130,298,658,1147,1754,2696,3846,5283
997,35,164,331,646,1119,1842,2670,3856,5236
998,43,144,326,664,1190,1803,2728,3834,5315
999,39,108,351,646,1131,1772,2677,3920,5216
1000,34,146,320,663,1103,1806,2703,3793,5246
1001,34,142,329,642,1157,1807,2701,3758,5186
1002,41,136,346,649,1136,1751,2667,3719,5214
1003,49,151,305,634,1155,1799,2603,3769,5240
1004,49,118,326,670,1164,1750,2703,3901,5345
1005,51,138,342,617,1124,1742,2749,3712,5298
1006,47,142,371,676,1139,1828,2693,3919,5188
1007,40,134,331,638,1139,1786,2673,3827,5178
1008,49,164,309,637,1124,1814,2835,3832,5185
1009,45,153,311,676,1163,1752,2737,3903,5319
1010,36,136,309,636,1108,1739,2748,3716,5141
1011,41,137,343,692,1111,1748,2704,3894,5360
1012,42,138,328,632,1035,1804,2661,3791,5166
1013,40,146,343,643,1182,1795,2665,3808,5293
1014,52,147,325,663,1105,1803,2620,3702,5244
1015,37,138,328,675,1109,1831,2665,3809,5372
1016,47,145,348,678,1141,1855,2675,3763,5191
1017,44,130,311,670,1164,1825,2690,3813,5117
1018,46,150,331,648,1120,1808,2641,3724,5234
1019,31,134,350,609,1154,1815,2655,3855,5260
1020,43,166,343,657,1136,1761,2682,3809,5165
1021,46,154,325,639,1132,1736,2601,3869,5207
1022,42,133,328,692,1081,1727,2696,3831,5157
1023,43,148,305,620,1097,1817,2675,3882,5249
