Bias,Resistance,X_Left,X_Right
-0.47486739110216947,0.01677679809009998,2.946800694690594e-05,1.2776107817805357e-05
-0.47009485450817784,0.017566620393020097,2.9386759250389145e-05,1.2845418648957127e-05
-0.46532231791418616,0.018397608142567058,2.9305488582832153e-05,1.2914749076256932e-05
-0.46054978132019453,0.019272041243723597,2.9224194924740262e-05,1.298409911633532e-05
-0.45577724472620285,0.020192330156888535,2.914287825659113e-05,1.3053468785846428e-05
-0.4510047081322112,0.021161023389704933,2.9061538558834805e-05,1.3122858101467938e-05
-0.44623217153821954,0.022180815398001128,2.8980175811893646e-05,1.3192267079901154e-05
-0.4414596349442279,0.02325455491445064,2.8898789996162203e-05,1.3261695737871107e-05
-0.4366870983502362,0.024385253723831064,2.8817381092007264e-05,1.3331144092126506e-05
-0.4319145617562446,0.025576095903951903,2.8735949079767757e-05,1.3400612159439827e-05
-0.42714202516225297,0.026830447551382034,2.865449393975464e-05,1.3470099956607415e-05
-0.4223694885682613,0.028151867011030157,2.8573015652250945e-05,1.3539607500449431e-05
-0.4175969519742696,0.02954411562840802,2.849151419751167e-05,1.360913480780995e-05
-0.412824415380278,0.031011169042960893,2.8409989555763678e-05,1.3678681895557052e-05
-0.40805187878628635,0.0325572290401876,2.8328441707205738e-05,1.3748248780582784e-05
-0.40327934219229467,0.03418673597935111,2.824687063200842e-05,1.3817835479803244e-05
-0.39850680559830304,0.03590438181232267,2.816527631031399e-05,1.3887442010158683e-05
-0.39373426900431135,0.03771512370748891,2.8083658722236448e-05,1.3957068388613456e-05
-0.3889617324103197,0.0396241982906284,2.8002017847861434e-05,1.4026714632156122e-05
-0.38418919581632804,0.04163713651212209,2.7920353667246107e-05,1.409638075779953e-05
-0.3794166592223364,0.04375977914677426,2.783866616041919e-05,1.4166066782580786e-05
-0.3746441226283448,0.04599829292878793,2.7756955307380876e-05,1.4235772723561338e-05
-0.3698715860343531,0.04835918731994059,2.7675221088102705e-05,1.4305498597827076e-05
-0.3650990494403614,0.050849331903663315,2.759346348252762e-05,1.4375244422488285e-05
-0.3603265128463698,0.05347597439142431,2.751168247056985e-05,1.444501021467975e-05
-0.35555397625237817,0.056246759220373074,2.74298780321148e-05,1.4514795991560834e-05
-0.3507814396583865,0.05916974671250114,2.734805014701911e-05,1.458460177031545e-05
-0.34600890306439486,0.06225343275545301,2.726619879511053e-05,1.4654427568152156e-05
-0.34123636647040323,0.06550676895333227,2.7184323956187816e-05,1.4724273402304233e-05
-0.33646382987641155,0.06893918318221443,2.7102425610020797e-05,1.4794139290029652e-05
-0.33169129328241986,0.07256060046938533,2.702050373635017e-05,1.4864025248611228e-05
-0.32691875668842824,0.07638146409719505,2.6938558314887573e-05,1.4933931295356571e-05
-0.3221462200944366,0.0804127568117045,2.6856589325315465e-05,1.5003857447598184e-05
-0.3173736835004449,0.08466602199253453,2.677459674728701e-05,1.5073803722693545e-05
-0.31260114690645324,0.08915338461320237,2.669258056042615e-05,1.5143770138025085e-05
-0.3078286103124616,0.09388757179038539,2.661054074432746e-05,1.5213756711000272e-05
-0.30305607371847,0.09888193268543491,2.6528477278556054e-05,1.5283763459051708e-05
-0.2982835371244783,0.10415045748167921,2.6446390142647634e-05,1.535379039963709e-05
-0.2935110005304867,0.10970779511609112,2.6364279316108363e-05,1.5423837550239312e-05
-0.28873846393649505,0.11556926939310248,2.6282144778414765e-05,1.5493904928366554e-05
-0.28396592734250337,0.12175089305118418,2.6199986509013765e-05,1.5563992551552236e-05
-0.2791933907485117,0.12826937928870366,2.6117804487322588e-05,1.563410043735514e-05
-0.27442085415452006,0.1351421501836957,2.603559869272862e-05,1.5704228603359472e-05
-0.2696483175605284,0.1423873413619784,2.5953369104589483e-05,1.577437706717485e-05
-0.26487578096653674,0.15002380217888217,2.58711157022329e-05,1.584454584643639e-05
-0.26010324437254506,0.15807109058083482,2.578883846495659e-05,1.5914734958804804e-05
-0.25533070777855343,0.16654946170377788,2.5706537372028322e-05,1.598494442196636e-05
