Bias,Resistance,X_Left,X_Right
-0.4920602517699396,0.019050127646940654,2.994134798692597e-05,1.3251560214991498e-05
-0.48711492260642264,0.020004387516936367,2.9859012867627187e-05,1.3326790273234042e-05
-0.48216959344290566,0.021011502834296657,2.977666420007235e-05,1.340203271059379e-05
-0.4772242642793887,0.022074588292893958,2.9694301977571157e-05,1.3477287533183713e-05
-0.4722789351158717,0.023196949107105142,2.9611926193427795e-05,1.3552554747121812e-05
-0.46733360595235474,0.024382092798347386,2.9529536840940935e-05,1.3627834358531127e-05
-0.4623882767888377,0.02563374169147783,2.944713391340373e-05,1.370312637353974e-05
-0.45744294762532073,0.02695584615941668,2.9364717404103803e-05,1.3778430798280787e-05
-0.45249761846180375,0.028352598655715256,2.9282287306323252e-05,1.385374763889246e-05
-0.4475522892982868,0.029828448576083876,2.9199843613338623e-05,1.3929076901518009e-05
-0.4426069601347698,0.03138811799108953,2.9117386318420924e-05,1.4004418592305756e-05
-0.4376616309712528,0.033036618293301914,2.9034915414835605e-05,1.4079772717409092e-05
-0.43271630180773585,0.034779267803074936,2.8952430895842563e-05,1.4155139282986492e-05
-0.42777097264421887,0.0366217103778495,2.886993275469612e-05,1.4230518295201514e-05
-0.4228256434807019,0.03856993507031515,2.8787420984645037e-05,1.4305909760222808e-05
-0.41788031431718486,0.0406302968809041,2.870489557893249e-05,1.438131368422412e-05
-0.4129349851536679,0.04280953864986178,2.862235653079607e-05,1.4456730073384299e-05
-0.4079896559901509,0.045114814133448644,2.853980383346778e-05,1.4532158933887306e-05
-0.40304432682663394,0.04755371230760707,2.8457237480174027e-05,1.460760027192221e-05
-0.39809899766311696,0.05013428294057893,2.83746574641356e-05,1.4683054093683209e-05
-0.3931536684996,0.052865063473339594,2.8292063778567693e-05,1.475852040536962e-05
-0.388208339336083,0.05575510724324002,2.820945641667988e-05,1.4833999213185899e-05
-0.38326301017256603,0.05881401308171876,2.8126835371676098e-05,1.4909490523341635e-05
-0.37831768100904906,0.06205195631123057,2.8044200636754672e-05,1.4984994342051567e-05
-0.3733723518455321,0.06547972115941622,2.796155220510828e-05,1.5060510675535582e-05
-0.3684270226820151,0.06910873459979715,2.7878890069923957e-05,1.5136039530018719e-05
-0.36348169351849813,0.07295110161766324,2.7796214224383088e-05,1.5211580911731188e-05
-0.35853636435498115,0.07701964188704535,2.7713524661661403e-05,1.528713482690836e-05
-0.3535910351914642,0.08132792782939943,2.7630821374928974e-05,1.5362701281790786e-05
-0.3486457060279472,0.08589032400650397,2.754810435735019e-05,1.5438280282624194e-05
-0.34370037686443017,0.09072202777867343,2.7465373602083774e-05,1.55138718356595e-05
-0.3387550477009132,0.09583911113425266,2.7382629102282763e-05,1.5589475947152806e-05
-0.3338097185373962,0.101258563566926,2.7299870851094508e-05,1.5665092623365425e-05
-0.32886438937387924,0.1069983358430953,2.7217098841660656e-05,1.5740721870563865e-05
-0.32391906021036226,0.11307738446174619,2.7134313067117164e-05,1.5816363695019853e-05
-0.31897373104684523,0.11951571656311302,2.705151352059426e-05,1.589201810301032e-05
-0.31402840188332826,0.12633443498923047,2.696870019521648e-05,1.5967685100817428e-05
-0.3090830727198113,0.13355578313819966,2.688587308410262e-05,1.604336469472857e-05
-0.3041377435562943,0.1412031891836889,2.6803032180365747e-05,1.6119056891036372e-05
-0.29919241439277733,0.14930130915070633,2.67201774771132e-05,1.61947616960387e-05
-0.29424708522926035,0.15787606824679964,2.6637308967446573e-05,1.6270479116038664e-05
-0.2893017560657434,0.16695469974319993,2.655442664446171e-05,1.634620915734463e-05
-0.2843564269022264,0.17656578058166755,2.6471530501248695e-05,1.6421951826270227e-05
-0.2794110977387094,0.18673926274822325,2.6388620530891853e-05,1.6497707129134346e-05
-0.27446576857519245,0.19750649930312197,2.630569672646974e-05,1.657347507226115e-05
-0.26952043941167547,0.20890026378547139,2.622275908105513e-05,1.664925566198008e-05
-0.2645751102481585,0.22095476151919147,2.6139807587715026e-05,1.6725048904625866e-05
-0.2596297810846415,0.23370563113270726,2.605684223951064e-05,1.68008548065385e-05
-0.25468445192112454,0.24718993436635542,2.5973863029497357e-05,1.687667337406333e-05
-0.24973912275760754,0.26144613197708705,2.589086995072479e-05,1.6952504613550953e-05
-0.24479379359409056,0.276514043258959,2.580786299623674e-05,1.7028348531357292e-05
-0.23984846443057356,0.29243478637842585,2.572484215907118e-05,1.710420513384359e-05
-0.23490313526705658,0.3092506963760389,2.5641807432260268e-05,1.7180074427376403e-05
-0.2299578061035396,0.32700521731075155,2.5558758808830327e-05,1.725595641832762e-05
-0.22501247694002263,0.3457427646214237,2.547569628180184e-05,1.7331851113074462e-05
-0.22006714777650566,0.36550855335530424,2.539261984418945e-05,1.7407758517999487e-05
-0.21512181861298868,0.3863483874701794,2.530952948900195e-05,1.7483678639490603e-05
-0.2101764894494717,0.40830840496284887,2.522642520924227e-05,1.7559611483941074e-05
