Bias,Resistance,X_Left,X_Right
-0.50257486636007,0.020492507292418822,3.0224645214455473e-05,1.3542665933322829e-05
-0.4975238626780592,0.021557318549458086,3.0141657449950453e-05,1.3621701899518087e-05
-0.4924728589960485,0.022683264914005335,3.005866219103618e-05,1.3700745003245966e-05
-0.4874218553140377,0.023874082721650453,2.9975659435681903e-05,1.3779795246440515e-05
-0.482370851632027,0.025133745785732915,2.98926491818559e-05,1.3858852631036707e-05
-0.4773198479500162,0.026466480729541875,2.9809631427525587e-05,1.393791715897034e-05
-0.47226884426800547,0.027876783291946282,2.9726606170657444e-05,1.4016988832178097e-05
-0.4672178405859947,0.029369435663502984,2.9643573409217038e-05,1.4096067652597529e-05
-0.46216683690398397,0.030949524912632153,2.9560533141168984e-05,1.4175153622167105e-05
-0.4571158332219732,0.032622462563955415,2.947748536447701e-05,1.4254246742826127e-05
-0.45206482953996246,0.03439400539336462,2.9394430077103918e-05,1.4333347016514785e-05
-0.4470138258579517,0.036270277506752636,2.9311367277011604e-05,1.4412454445174134e-05
-0.44196282217594096,0.03825779377159735,2.9228296962160983e-05,1.4491569030746153e-05
-0.4369118184939302,0.040363484672657615,2.914521913051211e-05,1.4570690775173654e-05
-0.4318608148119194,0.04259472266489072,2.9062133780024087e-05,1.464981968040034e-05
-0.4268098111299087,0.044959350098238655,2.8979040908655124e-05,1.4728955748370783e-05
-0.42175880744789795,0.047465708790100834,2.8895940514362443e-05,1.4808098981030479e-05
-0.4167078037658872,0.05012267132199687,2.8812832595102398e-05,1.4887249380325758e-05
-0.4116568000838764,0.05293967413705977,2.87297171488304e-05,1.4966406948203851e-05
-0.40660579640186567,0.05592675251439699,2.8646594173500955e-05,1.5045571686612848e-05
-0.40155479271985495,0.05909457749494814,2.856346366706758e-05,1.5124743597501776e-05
-0.39650378903784417,0.06245449483100182,2.8480325627482926e-05,1.5203922682820493e-05
-0.3914527853558334,0.06601856602792469,2.83971800526987e-05,1.5283108944519756e-05
-0.38640178167382266,0.06979961154155338,2.8314026940665685e-05,1.53623023845512e-05
-0.3813507779918119,0.07381125618796645,2.82308662893337e-05,1.5441503004867376e-05
-0.3762997743098011,0.07806797681361906,2.8147698096651676e-05,1.5520710807421685e-05
-0.3712487706277904,0.08258515226280647,2.8064522360567596e-05,1.5599925794168426e-05
-0.36619776694577966,0.08737911566567447,2.7981339079028536e-05,1.567914796706277e-05
-0.3611467632637689,0.09246720905316985,2.7898148249980586e-05,1.575837732806082e-05
-0.3560957595817581,0.09786784028479954,2.781494987136895e-05,1.583761387911952e-05
-0.3510447558997474,0.10360054225043869,2.7731743941137893e-05,1.5916857622196717e-05
-0.34599375221773665,0.10968603427785138,2.7648530457230753e-05,1.5996108559251135e-05
-0.34094274853572587,0.11614628564251846,2.7565309417589892e-05,1.6075366692242432e-05
-0.3358917448537151,0.12300458103482224,2.7482080820156783e-05,1.6154632023131105e-05
-0.33084074117170437,0.1302855877908264,2.739884466287195e-05,1.6233904553878566e-05
-0.32578973748969364,0.13801542463558508,2.7315600943675e-05,1.6313184286447093e-05
-0.32073873380768286,0.14622173162110536,2.7232349660504546e-05,1.6392471222799904e-05
-0.3156877301256721,0.1549337408632883,2.714909081129832e-05,1.647176536490107e-05
-0.31063672644366136,0.1641823475920536,2.7065824393993106e-05,1.655106671471556e-05
-0.30558572276165064,0.1740001809245864,2.6982550406524757e-05,1.6630375274209228e-05
-0.30053471907963986,0.1844216736515709,2.6899268846828136e-05,1.6709691045348866e-05
-0.2954837153976291,0.19548313018820945,2.6815979712837227e-05,1.678901403010211e-05
-0.29043271171561835,0.20722279168378577,2.6732683002485055e-05,1.6868344230437515e-05
-0.2853817080336076,0.2196808971027785,2.664937871370371e-05,1.694768164832451e-05
-0.2803307043515968,0.23289973888485982,2.6566066844424306e-05,1.7027026285733465e-05
-0.27527970066958607,0.24692371155734893,2.6482747392577062e-05,1.7106378144635605e-05
-0.27022869698757535,0.2617993514093603,2.639942035609123e-05,1.7185737227003063e-05
-0.26517769330556457,0.27757536503845176,2.6316085732895142e-05,1.7265103534808858e-05
-0.2601266896235538,0.29430264424545216,2.623274352091614e-05,1.7344477070026955e-05
-0.25507568594154306,0.3120342643778858,2.614939371808067e-05,1.7423857834632168e-05
-0.2500246822595323,0.33082546280459973,2.606603632231421e-05,1.7503245830600225e-05
-0.24497367857752156,0.3507335937407791,2.5982671331541315e-05,1.7582641059907742e-05
